longitude,latitude,site,state_province,crop,pest,date,count
-74.44026947,42.95265337,Montgomery,NY,Field Corn,WBC,8/30/11,
-74.51618671,42.66362993,Schoharie,NY,Field Corn,WBC,8/30/11,
-74.7877121,42.84441211,Otsego_2,NY,Field Corn,WBC,8/30/11,
-73.464847,44.738191,Clinton,NY,Field Corn,WBC,8/30/11,10
-73.501292,44.298782,Essex,NY,Field Corn,WBC,8/30/11,0
-76.84157,42.87213,SenecaFalls_Seneca,NY,Field Corn,WBC,8/30/11,
-76.233867,43.502344,Chapman_Oswego,NY,Field Corn,WBC,8/30/11,
-74.939063,42.439872,Oneonta_Delaware,NY,Field Corn,WBC,9/7/11,1
-75.116376,42.158056,Walton_Delaware,NY,Field Corn,WBC,9/7/11,0
-76.478409,42.913786,Auburn_Cayuga,NY,Field Corn,WBC,9/7/11,
-75.17507,44.73907,Potsdam_StLawrence,NY,Field Corn,WBC,9/7/11,
-75.38908,43.89883,Croghan_Lewis,NY,Field Corn,WBC,9/7/11,
-76.120869,42.771977,Cortland,NY,Field Corn,WBC,9/7/11,0
-76.65627,42.73441,Cayuga,NY,Field Corn,WBC,9/7/11,0
-78.19153,43.09728,Genesee,NY,Field Corn,WBC,9/7/11,
-77.3517,42.31406,Wayland_Steuben,NY,Field Corn,WBC,9/7/11,
-76.03788,42.28838,Marathon_Cortland,NY,Field Corn,WBC,9/7/11,
-75.57242,42.19431,WhitneyPoint)Broome,NY,Field Corn,WBC,9/7/11,
-76.1136,42.06481,Owego_Tioga,NY,Field Corn,WBC,9/7/11,
-76.55431,42.07571,Elmira_Chemung,NY,Field Corn,WBC,9/7/11,
-76.49527,42.25421,Burdett_Schuyler_1,NY,Field Corn,WBC,9/7/11,
-76.50931,42.31332,Burdett_Schuyler_2,NY,Field Corn,WBC,9/7/11,
-76.22367,42.27666,Ithaca_Tompkins,NY,Field Corn,WBC,9/7/11,
-75.430233,43.029183,Oneida,NY,Field Corn,WBC,9/7/11,
-75.020633,41.781519,Hortonville_Sullivan,NY,Field Corn,WBC,9/7/11,
-75.53973913,42.71004956,Chenango,NY,Field Corn,WBC,9/7/11,
-74.95641232,42.61112752,Otsego_1,NY,Field Corn,WBC,9/7/11,
-74.94568348,43.01605412,Herkimer,NY,Field Corn,WBC,9/7/11,
-75.53873062,42.2072864,Chenango,NY,Field Corn,WBC,9/7/11,
-74.44026947,42.95265337,Montgomery,NY,Field Corn,WBC,9/7/11,
-74.51618671,42.66362993,Schoharie,NY,Field Corn,WBC,9/7/11,
-74.7877121,42.84441211,Otsego_2,NY,Field Corn,WBC,9/7/11,
-73.464847,44.738191,Clinton,NY,Field Corn,WBC,9/7/11,0
-73.501292,44.298782,Essex,NY,Field Corn,WBC,9/7/11,0
-76.84157,42.87213,SenecaFalls_Seneca,NY,Field Corn,WBC,9/7/11,
-76.233867,43.502344,Chapman_Oswego,NY,Field Corn,WBC,9/7/11,
-74.939063,42.439872,Oneonta_Delaware,NY,Field Corn,WBC,9/13/11,3
-75.116376,42.158056,Walton_Delaware,NY,Field Corn,WBC,9/13/11,0
-76.478409,42.913786,Auburn_Cayuga,NY,Field Corn,WBC,9/13/11,
-75.17507,44.73907,Potsdam_StLawrence,NY,Field Corn,WBC,9/13/11,
-75.38908,43.89883,Croghan_Lewis,NY,Field Corn,WBC,9/13/11,
-76.120869,42.771977,Cortland,NY,Field Corn,WBC,9/13/11,0
-76.65627,42.73441,Cayuga,NY,Field Corn,WBC,9/13/11,0
-78.19153,43.09728,Genesee,NY,Field Corn,WBC,9/13/11,
-77.3517,42.31406,Wayland_Steuben,NY,Field Corn,WBC,9/13/11,
-76.03788,42.28838,Marathon_Cortland,NY,Field Corn,WBC,9/13/11,
-75.57242,42.19431,WhitneyPoint)Broome,NY,Field Corn,WBC,9/13/11,
-76.1136,42.06481,Owego_Tioga,NY,Field Corn,WBC,9/13/11,
-76.55431,42.07571,Elmira_Chemung,NY,Field Corn,WBC,9/13/11,
-76.49527,42.25421,Burdett_Schuyler_1,NY,Field Corn,WBC,9/13/11,
-76.50931,42.31332,Burdett_Schuyler_2,NY,Field Corn,WBC,9/13/11,
-76.22367,42.27666,Ithaca_Tompkins,NY,Field Corn,WBC,9/13/11,
-75.430233,43.029183,Oneida,NY,Field Corn,WBC,9/13/11,
-75.020633,41.781519,Hortonville_Sullivan,NY,Field Corn,WBC,9/13/11,
-75.53973913,42.71004956,Chenango,NY,Field Corn,WBC,9/13/11,
-74.95641232,42.61112752,Otsego_1,NY,Field Corn,WBC,9/13/11,
-74.94568348,43.01605412,Herkimer,NY,Field Corn,WBC,9/13/11,
-75.53873062,42.2072864,Chenango,NY,Field Corn,WBC,9/13/11,
-74.44026947,42.95265337,Montgomery,NY,Field Corn,WBC,9/13/11,
-74.51618671,42.66362993,Schoharie,NY,Field Corn,WBC,9/13/11,
-74.7877121,42.84441211,Otsego_2,NY,Field Corn,WBC,9/13/11,
-73.464847,44.738191,Clinton,NY,Field Corn,WBC,9/13/11,0
-73.501292,44.298782,Essex,NY,Field Corn,WBC,9/13/11,0
-76.84157,42.87213,SenecaFalls_Seneca,NY,Field Corn,WBC,9/13/11,
-76.233867,43.502344,Chapman_Oswego,NY,Field Corn,WBC,9/13/11,
